Dataset: ;Last updated: ;Time frequency;Tenure status;Unit of measure;Time;HHCOMP (Labels);Region;Year;Value
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Extra-Regio NUTS 2;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Germany (until 1990 former territory of the FRG);One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Baden-Württemberg;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Stuttgart;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Karlsruhe;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Unknown;Number;2011;Total;Freiburg;Household composed of couple in consensual union;0
