WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Reference,Number and type of monitoring stations,Version of the database,Status
European Region,DEU,Germany,Weimar,2013,,19.23,19.09,,,98.19634703,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2014,15.43,21.27,23.68,,,99.429223745,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2015,16.14,22.94,23.24,,,99.65753425,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2016,13.07,16.69,23.05,,,98.935564665,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2017,12.36,15.46,20.02,,,99.611872145,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2018,13.6,18.53,20.73,,,98.92123288,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weimar,2019,9.73,14.49,18.39,,,99.68607306,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2013,,20.31,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2014,16.08,,17.65,,,99.42922374,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2015,13.0,,17.96,,,99.38356164,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2016,12.74,,18.89,,,98.99817851,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2017,11.61,,15.85,,,98.57305936,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2018,13.51,,18.78,,,99.37214612,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Weissenfels,2019,10.05,,15.03,,,99.36073059,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wendlingen Am Neckar,2010,,30.31,,,96.712,,European Environment Agency (downloaded in 2021),1 urban,2022,
European Region,DEU,Germany,Wendlingen Am Neckar,2015,,24.68,40.09,,100.0,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2013,11.21,16.4,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2014,12.74,16.69,8.85,,,99.46347032,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2015,10.19,14.35,8.19,,,99.30365297,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2016,9.74,13.55,9.36,,,99.28278689,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2017,9.15,13.06,8.64,,,99.09817352,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2018,10.77,15.23,8.5,,,98.32191781,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wermsdorf,2019,7.91,11.52,7.75,,,99.40639269,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2010,,21.48,16.45,,97.671,98.881,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Wernigerode,2014,,19.12,8.3,,,98.99543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2015,,17.21,8.52,,,98.49885845,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2016,,15.82,9.55,,,99.487704915,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2017,,15.82,8.5,,,99.40068493,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2018,,16.92,8.47,,,99.320776255,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wernigerode,2019,,13.84,7.75,,,98.97260274,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2010,16.15,23.54,24.45,76.473,98.196,89.897,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Wesel,2013,17.1,,20.51,,,94.60045662,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2014,15.72,20.18,21.88,,,94.9086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2015,13.88,17.97,19.34,,,95.28538813,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2016,14.0,17.38,21.05,,,96.53916211,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2017,14.5,18.21,21.76,,,95.93607306,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2018,12.97,19.53,20.77,,,93.41324201,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wesel,2019,11.99,15.84,19.22,,,96.18721461,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Westerland,2010,,16.96,6.41,,97.089,93.63,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Wetzlar,2010,,28.19,33.25,,97.785,99.817,European Environment Agency (downloaded in 2021),"1 suburban, 2 urban",2022,
European Region,DEU,Germany,Wetzlar,2013,,24.78,28.22,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2014,,22.86,27.93,,,97.351598175,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2015,,23.18,25.52,,,91.64383562,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2016,,21.14,25.36,,,95.08765938,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2017,,22.42,24.73,,,95.78196347,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2018,,20.31,25.04,,,99.566210045,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wetzlar,2019,,18.06,23.72,,,99.70890411,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2010,16.95,19.99,46.74,99.081,98.2535,99.7715,European Environment Agency (downloaded in 2021),6 urban,2022,
European Region,DEU,Germany,Wiesbaden,2013,15.34,21.08,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2014,14.11,20.42,46.15,,,99.8173515966666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2015,13.33,20.17,44.98,,,99.8401826466666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2016,11.4,17.87,44.15,,,99.5028840333333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2017,11.84,18.5,42.47,,,99.8630136966666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2018,11.93,17.73,40.74,,,99.2123287666666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesbaden,2019,9.98,15.53,38.25,,,99.4063926933333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2010,,21.68,21.2,,98.887,95.662,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Wiesloch,2013,,18.15,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2014,,17.12,17.67,,,97.956621,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2015,,18.15,19.76,,,97.99086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2016,,16.57,18.53,,,97.93943534,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2017,,16.16,17.24,,,97.956621,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2018,,15.88,16.15,,,97.87671233,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wiesloch,2019,,14.08,17.07,,,98.01369863,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmsfeld,2010,,15.77,12.41,,95.337,96.301,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Wilhelmshaven,2010,12.41,16.95,11.57,98.95,97.5,94.795,European Environment Agency (downloaded in 2021),3 rural,2022,
European Region,DEU,Germany,Wilhelmshaven,2013,10.12,16.26,11.6,,,95.81050228,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2014,12.22,18.08,13.13,,,95.34246575,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2015,9.37,15.35,11.15,,,95.63926941,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2016,10.05,14.8,12.17,,,95.99271403,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2017,10.02,14.17,10.45,,,95.26255708,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2018,10.8,15.54,12.0,,,94.57762557,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wilhelmshaven,2019,9.05,14.57,10.59,,,96.01598174,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wismar,2016,,18.15,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wismar,2017,,20.43,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wismar,2018,14.03,21.09,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wismar,2019,12.08,19.31,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2010,,26.97,,,84.658,,European Environment Agency (downloaded in 2021),1 urban,2022,
European Region,DEU,Germany,Witten,2013,,,50.57,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2014,,,47.21,,,86.02739726,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2015,,,43.0,,,82.19178082,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2016,,,45.17,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2017,,20.04,43.41,,,83.56164384,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2018,,19.8,43.53,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witten,2019,,17.32,38.15,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2010,17.37,20.8,13.25,93.447,95.674,97.443,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Wittenberge,2014,14.97,17.57,10.48,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2015,10.39,14.33,9.1,,,99.9543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2016,11.97,14.59,9.79,,,99.78369763,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2017,13.65,15.42,8.59,,,99.32648402,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2018,12.77,17.04,9.22,,,99.8630137,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wittenberge,2019,10.14,14.43,8.61,,,99.93150685,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Witzenhausen/Wald,2010,,13.27,8.15,,99.726,99.623,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Wolfsburg,2010,,19.11,17.26,,98.55,94.658,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Wolfsburg,2013,,14.15,27.57,,,97.237442925,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2014,,20.42,28.82,,,95.26255708,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2015,,17.76,28.84,,,95.80479452,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2016,,16.98,27.38,,,95.46903461,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2017,,16.24,24.73,,,95.91324201,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2018,,18.29,24.52,,,95.291095895,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolfsburg,2019,,15.15,21.94,,,95.30821918,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolgast,2014,,,11.39,,,93.90410959,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolgast,2015,,,14.39,,,95.39954338,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wolgast,2016,,,15.65,,,94.28506375,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2010,,26.07,31.89,,95.24,95.023,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Worms,2013,,,29.55,,,94.71461187,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2014,15.23,22.36,30.18,,,95.17123288,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2015,15.3,23.14,28.84,,,95.11415525,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2016,,20.51,28.14,,,96.8579235,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2017,13.68,21.66,27.13,,,98.33333333,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2018,13.11,21.87,27.2,,,99.44063927,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worms,2019,11.84,20.21,25.86,,,99.24657534,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wörth,2010,,18.57,24.2,,98.87,95.171,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Worth Am Rhein,2013,,,20.08,,,95.0913242,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2014,,17.38,18.96,,,95.06849315,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2015,,17.33,18.95,,,95.07990868,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2016,,16.52,18.26,,,96.8579235,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2017,,17.31,17.98,,,99.44063927,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2018,,17.45,17.49,,,99.00684932,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Worth Am Rhein,2019,,16.1,16.58,,,99.05251142,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2010,16.36,26.69,57.06,96.438,96.661,94.692,European Environment Agency (downloaded in 2021),4 urban,2022,
European Region,DEU,Germany,Wuppertal,2013,15.01,,39.21,,,95.348173515,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2014,13.32,22.09,37.74,,,95.211187215,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2015,12.57,21.65,37.82,,,95.71347032,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2016,11.77,18.67,36.85,,,95.99271403,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2017,12.13,19.68,36.56,,,96.421232875,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2018,12.0,20.57,33.57,,,95.1369863,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wuppertal,2019,10.78,18.69,31.53,,,96.038812785,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wurzburg,2010,,24.31,36.31,,99.6235,99.334,European Environment Agency (downloaded in 2021),"1 suburban, 4 urban",2022,
European Region,DEU,Germany,Wurzburg,2014,12.19,21.1,40.65,,,99.70319635,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Wurzburg,2015,11.99,20.86,41.81,,,99.96575342,European Environment Agency (downloaded in 2021),,2022,
